founder_id,gender,age,education_level,alma_mater,field_of_study,prior_work_experience,is_first_generation,startup_id,industry_sector,city,state,funding_amount,funding_rounds,jobs_created,is_unicorn,investor_count,has_female_investor,founding_year,mentorship_access,policy_support
F00180,Male,53,Master’s,IIT Roorkee,Computer Science,4,Yes,S06427,Software,Other,Karnataka,24424205.69851798,7,43,No,32,No,2011,Yes,Yes
F00181,Male,59,PhD,Other,Computer Science,3,Yes,S07124,Software,Mumbai,Maharashtra,366319.84761777817,1,161,No,0,No,2001,No,No
F00182,Male,24,Bachelor’s,Other,Arts,23,Yes,S03368,Financial Services,Bengaluru,Other,3563465.1863290668,4,16,No,9,No,2016,Yes,Yes
F00183,Prefer not to say,29,Bachelor’s,Other,Computer Science,4,Yes,S03684,Software,Other,Maharashtra,3030515.911150465,3,57,No,7,No,2025,Yes,No
F00184,Prefer not to say,27,Bachelor’s,BITS Pilani,Other,4,Yes,S02349,Other,Other,Karnataka,6489085.386951828,3,371,No,15,No,2022,No,No
F00185,Male,48,High School,IIT Roorkee,Other,26,Yes,S03197,Other,Gurugram,Other,16964791.67,7,39,No,33,No,2010,No,Yes
F00186,Female,29,Bachelor’s,Other,Other,4,Yes,S03364,Other,Other,Other,2014555.3177817946,4,339,No,12,No,2021,No,No
F00187,Prefer not to say,29,Bachelor’s,IIT Delhi,Other,28,Yes,S07335,Other,Bengaluru,Maharashtra,2553895.5999239697,4,8,No,6,No,2015,No,Yes
F00188,Male,26,Bachelor’s,BITS Pilani,Computer Science,13,Yes,S04353,Consumer Goods,Other,Karnataka,59055411.806517966,10,10,Yes,40,Yes,2008,Yes,No
F00189,Male,22,Bachelor’s,None,Business,1,Yes,S00894,Software,Other,Maharashtra,232661.5125744645,2,5,No,4,No,2004,Yes,No
F00190,Male,24,Master’s,IIT Roorkee,Engineering,21,Yes,S04784,Healthcare,Other,Maharashtra,5108255.518211787,4,468,No,11,No,2023,No,Yes
F00191,Male,25,Master’s,Other,Business,3,Yes,S00840,Software,Bengaluru,Karnataka,10762496.132251343,8,71,No,19,No,2009,No,No
F00192,Prefer not to say,28,Other,None,Engineering,1,Yes,S06210,Other,Other,Other,12595546.84355945,10,33,No,33,No,2024,No,No
F00193,Prefer not to say,26,Bachelor’s,IIT Delhi,Engineering,1,Yes,S01175,Software,Bengaluru,Maharashtra,961396.2342161528,0,21,No,1,No,2021,No,No
F00194,Female,22,Bachelor’s,Other,Other,2,Yes,S07997,Healthcare,Other,Other,1390796.986217052,3,30,No,10,Yes,2024,No,No
F00195,Male,26,Master’s,Other,Engineering,17,Yes,S04211,Healthcare,Bengaluru,Karnataka,15412.920145826185,0,0,No,4,No,2020,Yes,Yes
F00196,Male,30,Master’s,None,Business,4,No,S08117,Healthcare,Other,Maharashtra,16079974.390171058,6,11,No,24,Yes,2021,No,No
F00197,Prefer not to say,29,Bachelor’s,Other,Business,4,Yes,S00148,Other,Other,Other,1686757.2840282412,3,474,No,12,No,2022,No,No
F00198,Prefer not to say,27,Bachelor’s,Other,Business,4,Yes,S04198,Consumer Goods,Other,Karnataka,1847643.670799804,4,57,No,11,No,2018,No,No
F00199,Prefer not to say,22,PhD,IIT Delhi,Engineering,20,No,S06580,Financial Services,Other,Maharashtra,3670850.8679318144,3,63,No,9,No,2010,Yes,No
F00200,Prefer not to say,24,Bachelor’s,IIT Delhi,Computer Science,9,Yes,S05856,Other,Other,Maharashtra,2828014.2098294576,4,20,No,8,No,2017,Yes,No
F00201,Female,22,Bachelor’s,Other,Other,26,No,S01292,Other,Mumbai,Delhi,2258990.845852239,5,4651,No,6,No,2022,Yes,Yes
F00202,Male,29,Bachelor’s,Other,Computer Science,4,Yes,S03132,Consumer Goods,Mumbai,Other,506748.3127160251,0,95,No,0,No,2023,No,Yes
F00203,Male,26,PhD,Other,Computer Science,19,Yes,S07238,Software,Other,Maharashtra,5959943.6951660635,5,42,No,14,No,2022,No,No
F00204,Prefer not to say,29,Bachelor’s,Other,Computer Science,24,Yes,S01492,Financial Services,Gurugram,Other,129157.14354726023,1,54,No,5,No,2022,Yes,No
F00205,Female,28,Master’s,Other,Other,3,Yes,S00308,Healthcare,Mumbai,Maharashtra,636964.6574,2,23,No,3,No,2002,No,No
F00206,Male,26,Bachelor’s,Other,Computer Science,9,Yes,S06912,Financial Services,Other,Other,274355.33494828333,2,59,No,2,No,2016,Yes,No
F00207,Male,52,Bachelor’s,None,Computer Science,3,No,S02971,Healthcare,Other,Karnataka,618330.5024693283,0,43,No,2,No,2006,No,No
F00208,Female,30,Bachelor’s,Other,Computer Science,0,Yes,S02199,Other,Other,Karnataka,870715.8362,2,33,No,1,No,2020,Yes,No
F00209,Male,33,High School,Other,Computer Science,3,Yes,S05554,Software,Bengaluru,Maharashtra,652273.9866,2,80,No,3,No,2016,Yes,No
F00210,Male,30,Other,Other,Business,4,No,S01291,Financial Services,Bengaluru,Delhi,264390.79247298883,0,55,No,0,No,2019,No,Yes
F00211,Male,39,Master’s,Other,Other,2,Yes,S06761,Healthcare,Other,Other,10567768.276599778,6,0,No,25,Yes,2003,No,No
F00212,Female,28,Bachelor’s,Other,Engineering,5,Yes,S00601,Healthcare,Bengaluru,Karnataka,370901258.5476356,8,99,Yes,16,No,2018,No,Yes
F00213,Female,24,Bachelor’s,Other,Computer Science,4,Yes,S01351,Other,Mumbai,Other,66306523.97839875,9,211,Yes,37,No,2018,Yes,No
F00214,Male,24,Bachelor’s,Other,Arts,15,Yes,S00902,Financial Services,Other,Other,6376293.128352989,4,10,No,9,No,2016,Yes,Yes
F00215,Non-binary,22,Master’s,Other,Engineering,2,Yes,S07664,Financial Services,Delhi,Other,43071374.19097567,10,47,No,33,No,2025,No,Yes
F00216,Male,30,Bachelor’s,None,Computer Science,1,Yes,S02530,Software,Other,Maharashtra,299457.362,1,59,No,5,No,2019,Yes,Yes
F00217,Male,25,Bachelor’s,Other,Arts,4,Yes,S03698,Consumer Goods,Gurugram,Other,113493.80139608023,0,5,No,4,No,2022,No,No
F00218,Prefer not to say,26,Bachelor’s,BITS Pilani,Computer Science,5,Yes,S02082,Software,Bengaluru,Other,496128.5988369437,2,17,No,5,No,2015,Yes,Yes
F00219,Female,58,High School,Other,Computer Science,20,Yes,S06150,Other,Other,Other,7143.356855848487,1,94,No,5,No,2014,No,No
F00220,Prefer not to say,26,Bachelor’s,BITS Pilani,Business,0,Yes,S06078,Software,Delhi,Maharashtra,1495043.601,4,781,No,14,No,2021,No,Yes
F00221,Female,26,Bachelor’s,Other,Computer Science,2,Yes,S07242,Other,Other,Delhi,1039411.6111923316,3,76,No,7,No,2014,No,No
F00222,Male,22,Bachelor’s,Other,Computer Science,11,Yes,S07718,Other,Gurugram,Other,897660.9481022644,2,11,No,3,No,2004,No,Yes
F00223,Male,27,Master’s,Other,Engineering,0,Yes,S04151,Other,Other,Maharashtra,196424.86279121446,1,4973,No,5,No,2018,No,Yes
F00224,Male,29,PhD,Other,Engineering,2,Yes,S03873,Consumer Goods,Other,Maharashtra,314588.54628831614,0,70,No,5,No,2019,No,Yes
F00225,Male,29,Bachelor’s,Other,Other,28,Yes,S07980,Consumer Goods,Bengaluru,Karnataka,1601535.0655108755,5,88,No,12,No,2022,No,No
F00226,Male,25,Bachelor’s,Other,Business,23,No,S00560,Software,Other,Karnataka,1858948.0944034432,5,165,No,6,No,2013,No,No
F00227,Prefer not to say,27,Bachelor’s,Other,Computer Science,3,Yes,S00451,Other,Bengaluru,Other,3010179.0956881624,4,12,No,9,Yes,2018,No,No
F00228,Male,29,Master’s,Other,Computer Science,5,No,S06324,Consumer Goods,Other,Other,1196193.820333201,3,83,No,10,No,2020,Yes,No
F00229,Prefer not to say,24,Bachelor’s,Other,Business,3,Yes,S01869,Other,Bengaluru,Other,2928396.1290896623,3,46,No,6,Yes,2008,No,Yes
F00230,Female,24,Bachelor’s,Other,Business,1,Yes,S04833,Other,Other,Karnataka,73250983.78796217,10,329,Yes,44,No,2003,No,Yes
F00231,Prefer not to say,26,Master’s,Other,Engineering,2,Yes,S04605,Consumer Goods,Mumbai,Maharashtra,1157053.3265727775,4,3397,No,7,No,2025,Yes,Yes
F00232,Male,28,Bachelor’s,IIT Delhi,Other,0,No,S01206,Software,Gurugram,Other,1582642.388292064,3,2,No,10,No,2017,No,Yes
F00233,Male,27,Bachelor’s,None,Other,4,No,S08073,Consumer Goods,Other,Karnataka,228954.0676965184,2,3312,No,4,No,2015,No,No
F00234,Male,30,Bachelor’s,Other,Business,21,Yes,S03762,Other,Other,Karnataka,21529641.939392522,8,8,No,25,No,2025,No,No
F00235,Male,52,Bachelor’s,Other,Business,25,Yes,S08047,Software,Mumbai,Karnataka,6617818.220924284,4,50,No,8,Yes,2023,Yes,No
F00236,Prefer not to say,30,Master’s,Other,Arts,2,Yes,S03009,Other,Bengaluru,Maharashtra,68710.15191608031,2,87,No,2,Yes,2015,No,No
F00237,Male,36,Master’s,IIT Roorkee,Arts,2,Yes,S06904,Software,Mumbai,Maharashtra,97295907.58,9,91,Yes,50,No,2015,No,No
F00238,Male,25,Bachelor’s,Other,Computer Science,8,Yes,S07657,Software,Other,Other,78483054.09521393,7,54,Yes,47,No,2019,Yes,Yes
F00239,Female,28,Master’s,Other,Engineering,17,No,S05266,Consumer Goods,Other,Delhi,3242606.8662804333,4,75,No,11,No,2024,No,No
F00240,Male,26,Bachelor’s,Other,Engineering,3,Yes,S06789,Healthcare,Mumbai,Other,1209632.107,4,287,No,12,No,2025,Yes,No
F00241,Prefer not to say,58,Master’s,Other,Other,5,Yes,S04884,Healthcare,Delhi,Maharashtra,794498.6103243297,0,94,No,2,No,2005,No,No
F00242,Prefer not to say,27,Bachelor’s,Other,Computer Science,0,Yes,S02555,Software,Other,Other,2244406.6459153914,3,1906,No,12,No,2014,No,No
F00243,Prefer not to say,30,Bachelor’s,Other,Other,10,Yes,S04435,Other,Mumbai,Other,23000465.877022058,10,819,No,46,No,2019,No,No
F00244,Male,23,Bachelor’s,None,Business,7,Yes,S00706,Other,Other,Other,2279983.641287488,3,87,No,9,No,2018,No,No
F00245,Male,23,Bachelor’s,IIT Roorkee,Computer Science,3,Yes,S07428,Other,Mumbai,Maharashtra,66986887.96555415,8,167,Yes,31,No,2022,No,No
F00246,Prefer not to say,25,PhD,Other,Other,9,No,S06683,Other,Other,Maharashtra,41857470.482633024,10,2,No,43,No,2017,No,No
F00247,Male,23,Bachelor’s,Other,Computer Science,1,Yes,S04552,Healthcare,Other,Maharashtra,132610194.46798414,8,172,Yes,50,Yes,2018,No,No
F00248,Prefer not to say,25,Bachelor’s,Other,Engineering,22,Yes,S01141,Software,Mumbai,Delhi,24639723.13812576,10,402,No,20,No,2015,No,Yes
F00249,Prefer not to say,27,PhD,Other,Arts,3,Yes,S07014,Healthcare,Other,Maharashtra,373941927.7324453,6,136,Yes,18,No,2018,No,Yes
F00250,Prefer not to say,24,Bachelor’s,Other,Arts,1,Yes,S01064,Software,Other,Other,5563342.329676254,3,1949,No,12,No,2011,No,No
F00251,Male,26,Bachelor’s,Other,Computer Science,5,No,S03639,Software,Delhi,Other,44339912.57783553,6,37,No,34,No,2023,No,No
F00252,Male,26,Master’s,IIT Delhi,Other,4,Yes,S08042,Software,Bengaluru,Karnataka,2187688.6266816165,4,71,No,12,Yes,2014,Yes,No
F00253,Prefer not to say,22,PhD,IIT Delhi,Computer Science,5,No,S07610,Financial Services,Other,Maharashtra,4559602.785574794,3,36,No,12,No,2023,No,No
F00254,Male,30,Bachelor’s,Other,Engineering,0,Yes,S02827,Software,Bengaluru,Other,1335370.8049805195,5,79,No,8,No,2018,No,Yes
F00255,Male,24,Bachelor’s,Other,Computer Science,0,Yes,S02504,Other,Mumbai,Maharashtra,95858148.88382216,8,54,Yes,45,Yes,2008,No,No
F00256,Male,41,Other,Other,Computer Science,0,Yes,S07881,Software,Gurugram,Other,6046533.070962726,4,76,No,15,No,2020,Yes,No
F00257,Prefer not to say,22,Bachelor’s,Other,Other,18,Yes,S01577,Other,Bengaluru,Other,2538975.8725196673,4,74,No,7,Yes,2006,Yes,No
F00258,Female,27,High School,Other,Other,2,Yes,S06720,Financial Services,Other,Other,7672594.524,3,681,No,10,No,2022,No,No
F00259,Male,23,Bachelor’s,IIT Delhi,Business,4,No,S05864,Consumer Goods,Other,Other,4420978.438915202,3,78,No,15,No,2018,No,Yes
F00260,Male,23,Bachelor’s,None,Other,5,Yes,S03663,Other,Gurugram,Karnataka,5286953.1590257045,4,3431,No,11,No,2017,Yes,Yes
F00261,Female,24,Bachelor’s,Other,Engineering,29,No,S04787,Other,Gurugram,Other,86248472.65668242,9,20,Yes,20,No,2020,No,No
F00262,Prefer not to say,41,Master’s,Other,Arts,4,Yes,S00074,Other,Mumbai,Other,2993645.0753168226,3,3182,No,14,No,2015,No,No
F00263,Male,27,Bachelor’s,BITS Pilani,Computer Science,4,Yes,S00762,Financial Services,Other,Karnataka,126175.00002483747,2,200,No,1,Yes,2020,No,No
F00264,Male,52,Master’s,BITS Pilani,Engineering,1,No,S02095,Other,Bengaluru,Other,8890920.820066297,5,92,No,8,No,2016,Yes,No
F00265,Prefer not to say,25,Bachelor’s,Other,Engineering,2,Yes,S03782,Healthcare,Mumbai,Delhi,5812328.737361014,4,185,No,8,No,2024,No,No
F00266,Prefer not to say,26,Bachelor’s,Other,Arts,2,Yes,S08166,Financial Services,Delhi,Other,6169098.892874648,3,47,No,11,No,2012,No,Yes
F00267,Female,30,Bachelor’s,IIT Roorkee,Engineering,2,Yes,S03842,Consumer Goods,Mumbai,Delhi,996266.7061767041,1,86,No,3,No,2020,No,No
F00268,Non-binary,30,Master’s,Other,Other,2,Yes,S04857,Software,Bengaluru,Other,6763157.769617396,5,100,No,13,No,2004,Yes,No
F00269,Male,23,Bachelor’s,Other,Business,1,Yes,S04249,Financial Services,Other,Other,114917021.22182223,6,354,Yes,49,Yes,2023,Yes,No
F00270,Male,28,High School,Other,Engineering,5,No,S02990,Financial Services,Bengaluru,Other,211167.27904660683,2,22,No,0,No,2025,Yes,No
F00271,Prefer not to say,27,Other,Other,Engineering,2,Yes,S07947,Other,Bengaluru,Maharashtra,7310794.014792669,3,709,No,9,No,2000,Yes,No
F00272,Prefer not to say,27,Other,IIT Roorkee,Business,0,Yes,S08198,Software,Delhi,Maharashtra,94802.58822270147,2,10,No,0,No,2017,No,Yes
F00273,Prefer not to say,24,Bachelor’s,None,Business,2,Yes,S07730,Financial Services,Other,Other,306508976.7502176,7,64,Yes,37,Yes,2019,Yes,Yes
F00274,Prefer not to say,30,High School,Other,Business,16,No,S01221,Consumer Goods,Gurugram,Delhi,12404046.995536402,6,29,No,26,No,2006,No,No
F00275,Male,28,Bachelor’s,Other,Business,0,Yes,S01612,Other,Bengaluru,Maharashtra,810202.5368376878,2,286,No,1,No,2022,Yes,No
F00276,Male,24,Bachelor’s,Other,Engineering,0,Yes,S01621,Software,Mumbai,Maharashtra,51745.947883870154,0,33,No,2,No,2006,Yes,No
F00277,Prefer not to say,26,PhD,IIT Delhi,Arts,4,No,S02799,Other,Mumbai,Other,1647824.5171994488,4,57,No,10,Yes,2002,Yes,No
F00278,Female,26,Bachelor’s,Other,Computer Science,17,Yes,S05064,Software,Mumbai,Other,2537981.786495922,5,45,No,9,No,2022,No,No
F00279,Non-binary,26,Bachelor’s,Other,Business,2,Yes,S07486,Healthcare,Mumbai,Other,12259833.026181165,6,722,No,39,No,2000,No,Yes
F00280,Prefer not to say,23,Bachelor’s,None,Engineering,3,Yes,S03769,Healthcare,Bengaluru,Other,21736150.77270688,9,83,No,45,No,2008,No,Yes
F00281,Prefer not to say,30,Bachelor’s,Other,Other,2,Yes,S04881,Other,Mumbai,Maharashtra,7593442.614748949,3,74,No,6,No,2019,Yes,Yes
F00282,Male,58,Master’s,Other,Business,1,Yes,S07729,Software,Delhi,Other,2564298.5135671627,5,37,No,12,Yes,2025,Yes,No
F00283,Male,30,Master’s,Other,Other,5,Yes,S00198,Financial Services,Bengaluru,Other,48414839.37,6,35,No,46,No,2019,Yes,Yes
F00284,Male,30,Bachelor’s,Other,Other,9,Yes,S05012,Software,Other,Other,430549.08426686295,1,450,No,2,No,2005,No,Yes
F00285,Male,29,Bachelor’s,IIT Roorkee,Computer Science,19,Yes,S05530,Software,Mumbai,Delhi,2810700.3974696756,5,474,No,7,No,2001,No,No
F00286,Male,29,Bachelor’s,IIT Roorkee,Business,9,Yes,S07792,Software,Gurugram,Maharashtra,73476627.45784274,10,53,Yes,32,No,2013,Yes,No
F00287,Male,27,Bachelor’s,IIT Roorkee,Other,4,Yes,S01471,Financial Services,Other,Maharashtra,4474518.102699014,5,11,No,11,No,2015,No,No
F00288,Male,25,Bachelor’s,BITS Pilani,Other,28,Yes,S04326,Consumer Goods,Gurugram,Other,424532.3264095945,0,48,No,1,No,2007,Yes,No
F00289,Male,29,Other,Other,Computer Science,5,No,S08318,Other,Bengaluru,Delhi,3157121.031203062,3,66,No,10,No,2000,No,No
F00290,Male,27,Bachelor’s,Other,Engineering,4,Yes,S07955,Consumer Goods,Other,Maharashtra,2801445.830366006,5,406,No,11,No,2000,Yes,Yes
F00291,Male,24,Bachelor’s,IIT Delhi,Computer Science,14,Yes,S03144,Software,Delhi,Maharashtra,26108790.820656102,6,449,No,34,No,2021,Yes,No
F00292,Male,28,Bachelor’s,Other,Other,3,Yes,S00824,Software,Gurugram,Other,460998.8365767752,2,97,No,2,No,2022,Yes,No
F00293,Prefer not to say,28,Bachelor’s,BITS Pilani,Computer Science,4,Yes,S00732,Other,Other,Other,2893733.123933544,5,34,No,8,No,2017,Yes,Yes
F00294,Male,29,Bachelor’s,Other,Computer Science,7,Yes,S08028,Financial Services,Delhi,Other,1692206.0402884346,4,32,No,15,No,2015,No,No
F00295,Male,20,Master’s,Other,Engineering,1,Yes,S02987,Software,Mumbai,Other,97629.70662,2,8,No,0,No,2009,No,No
F00296,Male,25,Bachelor’s,IIT Roorkee,Computer Science,22,Yes,S03028,Financial Services,Other,Maharashtra,23859594.171055004,6,53,No,23,Yes,2021,No,No
F00297,Prefer not to say,28,Bachelor’s,BITS Pilani,Other,6,Yes,S01528,Other,Gurugram,Maharashtra,217145.49450020466,1,3267,No,0,No,2006,No,No
F00298,Male,24,Bachelor’s,BITS Pilani,Computer Science,1,Yes,S00307,Software,Gurugram,Other,40035.39485853893,1,1,No,4,No,2015,Yes,No
F00299,Female,22,Bachelor’s,Other,Engineering,0,Yes,S07984,Healthcare,Mumbai,Other,66734207.995510474,7,70,Yes,38,No,2002,Yes,No
F00300,Male,55,Bachelor’s,Other,Computer Science,25,Yes,S07328,Other,Delhi,Karnataka,29492.620731166342,1,86,No,4,No,2024,Yes,Yes
F00301,Male,25,Bachelor’s,None,Other,26,No,S04246,Software,Other,Other,796523.3304009058,1,369,No,5,No,2025,No,No
F00302,Male,24,Master’s,IIT Delhi,Engineering,11,Yes,S04659,Other,Other,Karnataka,2006300.9960661866,5,4782,No,13,Yes,2025,Yes,No
F00303,Male,29,Master’s,None,Computer Science,3,Yes,S00001,Software,Mumbai,Karnataka,246710.59201297947,1,4216,No,0,Yes,2023,No,No
F00304,Female,27,Other,Other,Computer Science,8,Yes,S00875,Other,Other,Delhi,13773259.623295778,8,4,No,30,No,2023,Yes,Yes
F00305,Prefer not to say,24,Master’s,Other,Business,3,No,S05291,Other,Gurugram,Karnataka,6158153.495,3,20,No,8,No,2018,No,No
F00306,Prefer not to say,26,Bachelor’s,BITS Pilani,Other,2,Yes,S08215,Financial Services,Other,Delhi,38068.83667827516,0,29,No,4,No,2015,Yes,Yes
F00307,Male,24,Bachelor’s,BITS Pilani,Other,2,No,S06026,Other,Other,Delhi,706075.2822655995,1,56,No,0,Yes,2000,Yes,Yes
F00308,Male,23,Bachelor’s,Other,Other,4,No,S01469,Consumer Goods,Gurugram,Karnataka,297014.6638,1,313,No,3,No,2023,No,No
F00309,Prefer not to say,23,Bachelor’s,None,Engineering,5,No,S02724,Consumer Goods,Delhi,Karnataka,1249183.5617957036,3,4739,No,14,No,2021,Yes,Yes
F00310,Male,25,Bachelor’s,BITS Pilani,Other,1,No,S02336,Software,Other,Karnataka,3750978.340670134,5,469,No,7,No,2020,No,No
F00311,Male,29,Master’s,Other,Engineering,5,Yes,S00723,Other,Bengaluru,Other,320582.21872900147,1,2145,No,0,No,2019,No,Yes
F00312,Male,25,Bachelor’s,BITS Pilani,Engineering,0,Yes,S04343,Other,Delhi,Maharashtra,1871303.168158092,5,26,No,13,No,2024,No,No
F00313,Male,25,Other,IIT Roorkee,Engineering,5,Yes,S04526,Consumer Goods,Other,Delhi,194081.49336541988,2,1079,No,0,No,2003,Yes,No
F00314,Prefer not to say,27,Bachelor’s,Other,Computer Science,4,Yes,S07313,Software,Mumbai,Delhi,4952855.383152748,5,3,No,13,Yes,2017,No,No
F00315,Prefer not to say,25,Bachelor’s,BITS Pilani,Computer Science,3,Yes,S00820,Software,Gurugram,Other,1334283.215453666,4,98,No,6,No,2020,No,Yes
F00316,Female,22,Master’s,BITS Pilani,Other,0,Yes,S03506,Other,Bengaluru,Karnataka,2926797.7882992653,4,259,No,8,Yes,2013,No,Yes
F00317,Male,22,Bachelor’s,None,Other,12,No,S04906,Software,Other,Other,1864597.0506624812,3,21,No,14,No,2018,No,No
F00318,Male,56,Master’s,Other,Computer Science,3,Yes,S03186,Other,Bengaluru,Delhi,605041.8149998297,0,481,No,0,No,2020,No,No
F00319,Male,45,High School,IIT Delhi,Engineering,21,Yes,S08216,Financial Services,Gurugram,Maharashtra,1698400.8845901852,4,477,No,12,No,2025,No,No
F00320,Male,29,Master’s,Other,Arts,3,Yes,S00390,Consumer Goods,Mumbai,Maharashtra,500000000,8,182,Yes,38,No,2016,Yes,No
F00321,Male,24,Bachelor’s,Other,Computer Science,23,Yes,S03155,Healthcare,Other,Other,3826195.6169613726,5,11,No,11,No,2002,Yes,Yes
F00322,Non-binary,25,Bachelor’s,Other,Other,3,Yes,S02675,Healthcare,Bengaluru,Maharashtra,15263442.721998207,6,96,No,19,No,2024,Yes,No
F00323,Female,29,Master’s,Other,Arts,5,No,S07661,Other,Other,Maharashtra,14384693.39,6,20,No,39,No,2020,Yes,Yes
F00324,Male,28,Bachelor’s,Other,Arts,3,Yes,S02675,Healthcare,Bengaluru,Maharashtra,15263442.721998207,6,96,No,19,No,2024,Yes,No
F00325,Prefer not to say,26,Bachelor’s,IIT Delhi,Other,4,Yes,S08256,Software,Bengaluru,Other,727813.4097776879,2,2141,No,0,No,2025,Yes,No
F00326,Prefer not to say,30,Master’s,Other,Other,1,Yes,S00736,Other,Other,Maharashtra,9820282.595,4,2,No,7,No,2017,No,Yes
F00327,Male,22,PhD,BITS Pilani,Other,26,Yes,S01431,Other,Bengaluru,Other,59563586.47162912,7,42,Yes,38,Yes,2022,Yes,No
F00328,Female,22,Bachelor’s,None,Other,2,Yes,S03509,Consumer Goods,Mumbai,Other,1982120.5448735324,4,60,No,9,Yes,2015,No,No
F00329,Male,26,Bachelor’s,BITS Pilani,Business,20,Yes,S00017,Software,Other,Maharashtra,49533590.910937734,8,35,No,49,Yes,2025,Yes,Yes
F00330,Male,27,Master’s,Other,Computer Science,19,Yes,S03911,Software,Mumbai,Maharashtra,167242.51435434588,1,2372,No,1,No,2022,Yes,No
F00331,Male,25,Master’s,Other,Business,1,No,S04712,Software,Gurugram,Other,12970724.099981802,7,72,No,30,No,2004,No,No
F00332,Prefer not to say,27,Other,Other,Other,4,Yes,S01486,Software,Mumbai,Delhi,1145140.0173453414,5,205,No,14,No,2010,No,No
F00333,Male,25,Bachelor’s,Other,Other,2,No,S06474,Consumer Goods,Other,Delhi,1174721.7407774588,4,98,No,7,No,2019,Yes,No
F00334,Male,23,Bachelor’s,Other,Business,5,Yes,S05436,Other,Bengaluru,Other,809465.1426341393,1,437,No,3,No,2015,No,No
F00335,Male,30,Bachelor’s,Other,Business,27,No,S01902,Healthcare,Bengaluru,Maharashtra,1938504.4047579542,5,10,No,13,No,2025,No,No
F00336,Male,29,Bachelor’s,Other,Other,1,Yes,S03537,Other,Delhi,Other,6794936.8606324345,4,12,No,9,No,2021,Yes,No
